14,AI产品经理,经验3-5年,本科及以上,A轮,图普科技（深度学习图像识别云）,"移动互联网,数据服务",广州,15k-25k,3948289,"人工智能,弹性工作,发展空间大",天河区,产品设计,岗位职责：1. 与公司客户保持良好业务关系，洞察客户业务需求方向，指导公司相应产品线战略方向。2. 对负责产品线进行战略规划，构思产品并制定产品规划路线图。3. 对竞争对手和竞品保持敏感，定期撰写竞品市场报告和功能洞察报告；4. 了解市场需求，客户需求，从各个渠道收集产品反馈，管理产品的需求池；5. 根据需求设计产品，管理开发过程中的需求质量；6. 撰写需求文档与平台原型图，积极与开发团队沟通确保产品需求被准确理解；7. 负责管理用户体验数据，跟踪产品上线后的产品运营，持续改善产品和用户体验。岗位要求：1.计算机相关专业本科以上学历，至少2年或以上互联网公司商业产品策划管理经验，并至少成功策划和运营一款互联网产品；2. 了解人工智能行业产品发展动态及竞争对手的最新动态，有敏锐的市场洞察力，知识范围广阔；3. 有深厚的产品设计思维，深刻理解软件生命周期管理，并对其中每一个环节的工作内容有自己的见解；4. 具备熟练的数据分析，总结能力，能够通过各种运营数据的收集、归纳、分析对产品的设计和运营进行及时的调整及改进；5. 有良好的沟通能力和反馈习惯，有良好的文档写作能力，口头沟通能力，良好的团队合作精神，良好的抽象思维，理性地做出技术决策，具有风险控制意识。
17,AI IPC产品经理,经验不限,本科及以上,C轮,涂鸦智能,"移动互联网,硬件",杭州,15k-30k,5189443,"行业前景好,五险一金,弹性工作,成长空间大",西湖区,"产品设计,需求分析",岗位描述：1.负责视频应用产品线AI产品的规划，输出产品文档，协调内外业务资源，实现产品方案快速落地；2.负责产品的全生命周期管理及有效的迭代计划；3.协同业务、采购部门完成跨团队协作；4.掌握行业技术发展趋势和动向，关注业内产品和技术；岗位要求：1.在视频类产品行业有经验，对图像识别等技术的应用流程有了解；2.熟悉智能硬件产品设计，熟悉了解项目管理流程，能够把控产品项目进度；3.熟悉智能硬件相关的主流软硬件平台及相关技术；4.良好的沟通交流和学习能力，对产品有自己的理解和思考，擅长分析行业趋势与市场动态。
18,ai产品经理,经验3-5年,本科及以上,C轮,字节跳动,"移动互联网,数据服务",北京,15k-30k,5340676,"六险一金,弹性工作,免费三餐,租房补贴",海淀区,"大数据,教育,数据分析,教育",职位要求：1、负责AI相关资源模型、能力模型相关算法的需求定义；2、负责AI赋能教育场景的推荐算法需求分析和产品功能定义； 3、深度分析和挖掘用户行为数据，为改进推荐算法提供依据，不断优化用户体验； 4、配合算法研发同事完成推荐框架设计，制定测评标准与推荐反馈改进机制； 5、配合业务的市场定位、需求分析、功能规划、业务流程设计，输出AI相关的高质量PRD、MRD、和demo。
19,AI产品经理（智能理财、智能...,经验3-5年,本科及以上,C轮,好买基金网,"电子商务,金融",上海,16k-22k,5703802,联想腾讯投后企业,虹口区,"产品设计,用户研究",工作内容：与业务部门及前端互联网产品配合，负责AI （智能理财）的整体产品规划和设计，推动产品的实施和验收 岗位要求1、对人工智能（客服、投顾）产品有一定的认识和了解2、丰富的互联网产品经验3、良好的沟通能力，项目管理能力和执行能力4、自我驱动并有完美意思和追求5、对行业动态有比较深刻的理解6、基本的金融理论知识7、211 本科以上学历
23,AI产品经理,经验1-3年,本科及以上,天使轮,实在智能,人工智能,杭州,20k-40k,5429884,人工智能、跨界赋能、创业团队,余杭区,"产品设计,项目管理,需求分析,商业产品",【岗位职责】1、负责公司核心业务的算法平台、智能决策、智能运筹，等大数据等平台产品的规划设计2、负责AI平台的业务对接落地，抽象不同行业客户业务场景和需求，设计通用智能化方案3、构建公司运营内部工具和系统，支持业务发展和提速4、主导产品规划和设计，结合业务进行创新，提升产品体验5、推动项目实施和上线，把控项目进度，协调各方资源，带来项目团队取得成果【专业要求】1、本科及以上学历，3年及以上产品、项目、研发经验或1年及以上人工智能领域相关经验2、对机器学习、大数据处理、自然语言处理等技术技术有浓厚兴趣，或已具备技术开发功底者优先3、思维活跃、积极主动意识强。团队合作意识强4、乐于交流，具备良好的资源协调能力5、学习能力强，愿意接受挑战，有较强的抗压能力【综合要求】1、自驱力强、志存高远、渴望挑战2、较强的业务理解及解决问题能力、创新意识、沟通能力、团队精神3、可赴杭州全职工作，适应创业文化节奏【公司介绍】「实在智能」（杭州实在智能科技有限公司）是一家新近成立、专注于AI方向大数据智能赛道的创业公司，现已获得数千万元“天使轮”投资。两位创始人分别是原阿里巴巴资深算法专家（CEO）和原中国电信甜橙金融/翼支付副总经理（COO）。创始团队成员均为国内外一线互联网公司核心骨干、硕士及以上学历、在人工智能相关领域拥有超过8年工作经验。公司的愿景是“AI赋能商业”，致力于降低大数据智能应用门槛和成本，提升AI技术接入速度和生产效率，通过AI助力企业实现生产组织模式及业务流程的颠覆式创新和变革。公司基于深度学习引擎打造具备通用、普适及迁移特性的「智能决策助手」、「智能运筹中枢」系列产品，可广泛应用于维权居间类客服、司法评估调解、医疗辅诊、投顾保顾、核保定损、物流调度、工业制造流程优化、公共服务资源配置、“永不缺货”新零售等大规模复杂问题场景。或许你青春逼人，没赶上湖畔花园会议也许你权衡再三，错过了开业的小米粥相信你胸怀锦绣，正寻找下一只独角兽
24,AI产品经理,经验3-5年,本科及以上,D轮及以上,思必驰科技,企业服务,苏州,8k-16k,5814191,快速发展的人工智能公司,吴中区,"产品设计,产品策划",【岗位职责】   1、 将先进前沿的语音技术，落地运用到真实的业务场景中，实现“人工智能即服务”的理念；     2、参与语音产品线的发展规划和阶段性目标，有效建立产品持续优化和改进机制，并协同交互、开发、测试、运营等团队，各相关部门，保障产品体系按计划实施，并达成既定业务目标；3、实时掌握语音新技术、新产品的发展，并思考如何引入，与现有产品功能结合。关注业界竞品，不断探索创新。 4、产品内部协作、人员成长及人才招募相关团队发展工作。 【岗位要求】1、本科及以上学历，2年及以上语音相关产品经理经验；2、有从0到1打造完整的产品体系经验，擅长分析行业趋势与市场动态，具备敏锐的业务触觉和独到的产品见解；3、清晰的逻辑分析和表达能力，乐观积极，具有较强的责任心和执行力。4、热爱学习，眼界开阔，关注业界新兴流行的技术应用，具有创新性的思维和方法。有以下经验优先：1、在大数据、云计算、人工智能等领域内有深入思考和积累，对行业和技术的发展有自己的见解。2、对语音技术的应用价值有较丰富的思考和落地经验，能跟进需求快速产出初步解决方案能力；
25,大数据AI产品经理,经验5-10年,本科及以上,上市公司,明源云链,"移动互联网,企业服务",深圳,18k-36k,4198924,"玩转AI,氛围赞",南山区,"大数据,产品设计","职位定位：隶属于云技术创新中心，事业部合伙人，独立负责产品的规划、设计，有话语权，发展空间大，带领团队打造地产第一大数据。 岗位职责：1、负责大数据AI平台的产品规划，包括数据采集、数据加工、机器学习、人工智能等； 2、关注行业相关方向的前沿研究，并将相关成果快速产品化、商品化, 将创新推向用户；3、跟踪市场动向，分析竞争对手，及时调整市场策略，创新产品；4、持续跟进产品上线后的用户反馈，提出产品改进方案；5、不断探索产品创新点，不断优化打磨产品。 任职要求：1、本科以上学历，5年以上产品工作经验，有大数据平台、人工智能产品（图像、语音识别等）设计经验者优先；2、热爱人工智能，了解行业现状，熟悉热点领域和主要产品形态；3、熟悉机器学习相关算法；4、熟悉BAT等云平台的AI能力；5、产品基本功扎实，具有良好的产品规划能力、业务洞察能力、分析判断能力、学习思考能力，思维敏捷，富有创新精神；6、熟悉产品经理的相关工具，熟练掌握AXURE、MindManager 等软件工具。"
27,资深AI产品经理,经验5-10年,本科及以上,C轮,极链科技Video++,"数据服务,文化娱乐",上海,20k-40k,4963306,"福利健全,独角兽公司,福利年假,大牛团队",黄浦区,"大数据,云计算,需求分析,产品设计",1、关注了解视频领域、文娱领域的发展，紧跟人工智能领域的发展趋势，调研分析对标竞品；2、作为产品线owner，规划和推进核心AI产品线，协调开发、算法、运营等多个部门，推动优化AI产品/技术；3、依托和利用基础AI能力，为应用产品和场景赋能；4、深入了解行业客户，梳理应用场景的需求，依据AI产品/技术，抽象出行业解决方案、策划产品方案。1、计算机、电子、人工智能等相关专业，本科及以上学历；2、5年以上工作经验，2年以上云计算、AI人工智能产品经验，有技术背景和能力者优先；3、了解熟悉AI领域，包括但不限于：视频图像识别处理/人脸识别/机器学习/深度学习等，了解相关算法原理和趋势，和应用场景趋势者优先；4、具备AI技术的快速学习和理解力，对AI新产品和新技术具备强烈的好奇心和研究能力，始终充满热情。五险一金足额缴纳入职满一年增加1天年假 另有全体额外带薪假每月happy hour有厨师有厨房吃自家安全的美食每年旅行每年体检
28,AI产品经理,经验1-3年,本科及以上,不需要融资,木槿科技,数据服务,深圳,18k-25k,5805736,发展前景好、扁平化、晋升空间大,南山区,"云计算,大数据,产品设计,需求分析,SaaS,策略",【岗位职责】1、负责AI平台整体生态的规划和设计，进行全局性和前瞻性布局，同时对产品可交付性负责； 2、将解决方案沉淀成可复用、可配置的灵活平台，降低技术产品复用的成本，提升技术输出效率。并将经验沉淀为方法论，影响和培养团队的平台化产品设计思维；3、独立负责产品规划和需求调研，输出PRD文档和原型设计方案；基于客户的具体业务场景，设计解决方案，推动项目落地；4、在产品预研、开发、发布和迭代的过程中负责各个关联团队之间的交流与合作，确保合作的畅通与高效。 【岗位要求】1、重点学校统招本科及以上学历，理工科背景。2、2年以上人工智能产品或SaaS产品经验，曾有主导平台建设项目的经验，能自主构建清晰的平台与模块架构；3、具备丰富的产品规划和设计经验，对人工智能技术及行业有前瞻性战略思考；4、熟悉行业内人工智能平台、机器学习平台工程实现方案等；5、清晰的逻辑分析和表达能力，乐观积极，具有较强的责任心和执行力；6、对新事物保持强烈的好奇心，有自我驱动能力，乐于分享；公司福利：1、入职即购买社保、公积金2、入职即享有每月举办生日会。3、入职即享有每月策划团建活动  (各种旅游，各种玩，让我们的友谊再升华一下)4、入职即享有下午茶（可以趁这个机会放松一下一整天紧绑的状态哦）5、入职即享有培训、技术交流会，行业大咖交流分享（各部门的轮流培训，能让您更加了解公司业务及公司现状，除此之外还能提升个人技能哦）6、入职即享有节日礼金、开年利是7、享有绩效考核年终奖1-3个月，每年享有1-2次调薪机会8、入职即享有年终大型年会，抽取高额奖品机会。9、入职即享有良好的上升空间，完善的晋升通道。10、还有各种各样的福利，例如：餐补，打车报销等...创始团队来自国内外名校，拥有多年丰富工作经验；股东方资金实力雄厚，无需融资；业内资源丰富，有良好的金融行业合作关系；公司80%以上为技术人员，氛围和谐简单~或许你没有听到过我们，那是因为我们确实很低调，但低调不代表我们没有实力。作为创业公司的我们，拥有多家股东方的支持，有着丰富的业内资源，还有一群有爱团结的小伙伴，正在茁壮成长的我们，希望优秀的你能够早日加入，和我们一起奋勇前进~AI金融科技行业，萌妹纸小鲜肉组合，8090活力团队，值得您加入！
29,AI教育／AI智能实验室方向产...,经验1-3年,本科及以上,不需要融资,百度,"移动互联网,数据服务",北京,15k-28k,5728348,平台大、待遇好,海淀区,"教育,需求分析,智能硬件",工作职责-产品方向基于青少年人工智能教育，与教研团队建立起平台，能独立提出并实现产品服务落地 -配合平台和教材，选型硬件教具并实施落地 -负责基于智能文案生成及面向学校教育平台的产品用户调研，需求分析，竞品分析 -负责平台产品原型设计，撰写产品需求文档 -协调设计、开发、测试团队，管理项目进度，推动项目上线  - 收集、分析运营数据，调整产品策略，推动产品运营推广任职资格-名校本科及以上学历，计算机尤其人工智能方向、计算机、理科方向专业优先，优秀毕业生或3年及以上工作经验 -有硬件产品经历者优先 -善于分析挖掘用户需求，关于管理项目，有产品感觉，注重用户体验 - 熟练掌握Axure， MindJet，UML等原型工具 -充满工作激情，抗压能力强，能够加班、为人正直，自学能力强，执行力强
31,AI教育产品经理,经验3-5年,本科及以上,天使轮,RealAI,人工智能,北京,15k-30k,5515998,扁平化管理/电话补贴/出行报销/包午餐,海淀区,教育,工作职责1、根据公司规划及市场需求打造AI教育产品体系；2、负责AI教育产品模块设计、规划并制定产品开发计划；3、输出需求文档并与技术团队沟通进行开发协调，控制项目质量及进度；4、根据业务数据对产品进行多维度评估，形成分析报告；5、根据市场反馈及竞品分析等对产品进行优化；任职要求1、3年以上教育产品经理相关经验，熟悉或热爱人工智能者优先；2、对市场现有人工智能相关产品及实验平台动态熟悉；3、熟悉软件产品设计流程，有较强的产品文档书写能力；4、较强的逻辑思维能力和沟通协调能力；5、熟悉高校教育体系或企业培训业务者优先；6、熟悉AI教育产品运营者优先。
32,AI产品经理,经验5-10年,本科及以上,A轮,百应科技,企业服务,杭州,20k-35k,5465737,"五险一金,团队气氛好,牛人大咖,快乐工作",余杭区,产品设计,职位职责： 1、能够系统地对高效的工作沟通协作方法或工具进行调研，通过信息加工，多维度评估产品现状和发展方向，提出有竞争力的产品战略设计； 2、抽象用户需求，将需求转化为高品质的产品设计或解决方案，同时发现潜在的产品机会、风险或缺陷，提供决策数据支持； 3、协调产品、研发、设计等同事，参与研发过程，保证产品实现和交付，主导产品设计； 4、跟进用户反馈、关注产品体验的细节，对各产品运营数据进行分析，不断优化和创新，提高用户满意度。 职位要求： 1、统招本科及以上学历，5年产品工作经历；有智能语音产品设计经历的优先； 2、逻辑清晰，喜欢抽丝剥茧，乐于分析事物本质，擅长系统高效地解决问题； 3、乐于设计工具或寻找方法帮助自己或他人改进效率，并关注最终效果，持续优化； 4、具备独立解决问题的能力和方法，具有独立判断能力及决策能力 5、有如下产品工作经历者优先考虑： （1）企业/个人效率工具 （2）知识共享Wiki （3）企业沟通工具 （4）项目管理工具
33,AI-产品经理,经验3-5年,本科及以上,C轮,每日优鲜,"移动互联网,电子商务",北京,15k-25k,5653987,"扁平化管理,晋升空间大,薪资优厚",朝阳区,"电商,项目管理,交互设计,产品设计",岗位职责：1.负责公司智能化服务产品规划、设计与迭代管理；2.根据公司需求，设计可落地的智能产品方案、架构以及运营流程；3.管理与分析业务需求现状，在了解业务本质需求的基础上，通过智能化解决业务痛点；4.负责研究行业领先AI技术，为公司打造适用并且先进的智能化服务能力；5.通过敏捷模式管理产品迭代开发，与业务部门、分析师、开发人员、测试人员及Scrum Master紧密合作；6.编写及维护需求、开发、测试相关文档并设计功能原型，形成有效沟通的桥梁；7.负责协同跨团队的需求、技术以及运营沟通，作为桥梁带动多部门推进工作；任职要求：1.3年以上智能化产品规划、设计、管理、运营经验；2.熟悉市场主流智能化产品的设计、方案、架构以及运营流程；3.极度注重用户使用体验、交互以及产品所有细节，对产品设计有最高要求；4.熟悉互联网大数据，能够理解数据产品的商业模式和产业生态，全面的考虑产品形态和推进方式；5.清晰缜密的逻辑思维，有独立分析调研能力，有热情，富于创新精神，有意愿尝试探索新产品方向；6.具有敏锐的洞察力，对企业用户有个人的分析见解；-良好的沟通技巧、擅长团队内外协调，有力推动，优秀的项目管理能力。
