21,自然语言处理工程师,经验不限,硕士及以上,不需要融资,贝业思,"数据服务,移动互联网",西安,14k-22k,5308882,"股权激励,算法牛人,扁平管理,",高新技术产业开发区,"移动互联网,大数据,算法,NLP,数据分析",岗位职责：1.进行自然语言处理基础工具的开发、改进与应用，对于文本进行分类、包括句法分析、知识库构建、主题词识别、自动摘要、语义理解等；2.参与探索深度学习在自然语言处理领域中的应用，实现切实有效的深度学习模型；3.结合应用NLP，AI、ML等技术解决实际问题；4.根据业务要求建立和更新相关词库，以及相关的知识图谱的建设；5.参与搜索系统中的机器学习和语义分析模型开发;6.与产品研发团队协作，将算法融入产品。职位要求：1.NLP、计算机、统计、数学、数据分析等相关专业，硕士及以上学历，有丰富的开发经验者优先；2.对数据敏锐，乐于与数据打交道；3.掌握C/C++/Java/Python等至少一门高级编程语言，对算法和数据结构有深入研究；4.熟悉NLP方向的基本技术、对NLP方向有整体认知，对NLP开源相关技术熟悉；5.掌握机器学习相关知识，有深度学习NLP算法相关知识优先；6.熟悉Tensorflow或者PyTorch等深度学习框架中的一种；
22,自然语言处理工程师,经验1-3年,硕士及以上,B轮,达闼科技,移动互联网,北京,20k-40k,5781968,"五险一金,带薪年假,平台好,老板nice",朝阳区,"人工智能,NLP,算法,数据挖掘",职位描述：工作职责用NLP相关知识实现智能问答等。  职位要求    1、计算机相关专业硕士以上学历2、熟悉C /C++/Java编程语言，有python开发经验，有较强的工程能力3、掌握基本的数据结构和算法知识4、有自然语言处理和相关背景5、机器学习经验者优先6、诚实守信，责任心强
23,nlp自然语言处理,经验应届毕业生,硕士及以上,天使轮,生仝智能,移动互联网,北京,5k-10k,5753744,"集团子公司,新成立团队,前景广阔,",大兴区,"人工智能,NLP",岗位职责：1、实现知识图谱、图数据库、模糊搜索等功能程序；2、负责相关算法的设计与实现，主要包括自然语言处理、通用机器学习算法； .任职要求：1、硕士研究生学历及以上；2、计算机、软件工程、统计学、数学等相关专业；3、熟悉自然语言处理的常见任务，如文本分类、主题建模、实体识别、摘要抽取、文本推荐等；4、熟悉Python、图数据库如Neo4J；5、熟悉自然语言处理常用模型，如Seq2Seq、TextCNN、Word2Vec、RNN等；6、理解深度学习、传统机器学习的基础理论，并能灵活运用于实际算法研发工作中；.目标人选画像：1，学习意愿强，具备相应的学习能力：在人工智能第三次浪潮发展中需要不断的更新知识技术体系，并用于产品研发中；2，知识体系健全，能学习开源产品改造用于公司产品中；.在这里：你将从团队组建时加入项目，将参与新研发项目从零到一的过程；公司项目：公司依托上市制药公司，新项目立足于人工智能辅助药物研发过程，目前开展第一阶段的产品研发，主要是医学图像分析，详情面对面沟通；
24,【校招】NLP工程师,经验应届毕业生,学历不限,A轮,天眼查,数据服务,北京,15k-30k,5517720,"精湛的团队,超牛的技术,超棒的领导",海淀区,后端,工作职责:1.负责海量结构化数据的商业价值挖掘；2.负责海量非结构化/半结构化数据的命名实体识别、实体间关系挖掘。任职资格:我们希望你1.计算机等相关专业硕士及以上学位；2.拥有以下任何方面的经验：机器学习、深度学习、计算机视觉、图片处理、自然语言理解、数据挖掘、算法优化；3.拥有使用以下一种或多种语言编程的经验：Python/Java/C++/C；【加分项】1.拥有解决机器学习方面的现实问题的经验；2.熟悉常用机器学习算法；
25,NLP算法工程师,经验不限,硕士及以上,A轮,力拓飞远,"移动互联网,生活服务",北京,20k-40k,5735273,地铁周边、各种补助,海淀区,"社交,云计算,人工智能,NLP,算法",职位描述：1、负责UGC内容进行处理，包括文本分类与聚类、情感分析、热点发现、实体识别、关键词抽取等；2、负责自然语言处理相关底层技术和平台的研究与实现、改进和应用；3、负责面向问答技术的语义分析、知识库建立、信息抽取等事宜的方法和实践；4、负责NLP前沿问题的研究，结合未来实际应用场景，提供技术解决方案。岗位要求：1、计算机／数学／统计学／模式识别相关专业，硕士以上学历，计算机科学、机器学习、人工智能等专业博士优先；2、熟悉NLP和机器学习的理论基础，有海量数据挖掘、知识图谱研发经验优先；3、具有优秀的编程能力，精通Python以及常用脚本语言；4、在文本分析、词性标注、新词发现、词义消歧等领域有丰富经验优先；5、具有良好的数学基础，良好的英语阅读能力；6、有强烈求知欲，对人工智能领域相关技术有热情；7、责任心强，积极主动，有良好的沟通能力和团队合作能力；
26,资深NLP算法工程师,经验不限,本科及以上,B轮,猎户星空,"移动互联网,硬件",北京,25k-50k,3950919,"行业大牛,人工智能,前沿技术及产品",朝阳区,"大数据,算法,数据挖掘",职位描述：1、人机交互系统中自然语言处理相关核心技术研发；2、人机交互系统在线服务的维护和相关业务的开发；3、基于大数据分析相关算法建立内容分类模型和用户画像；4、探索自然语言处理前沿技术，并应用于垂直领域的语义解析、对话系统、个性化推荐等系统中。任职要求：1、计算机相关专业本科以上学历，3年以上NLP相关工作经验；2、python/C++的项目经验；3、有机器学习ML 、自然语言处理，个性化推荐研究或用户画像建模相关背景优先；4、熟悉深度学习理论和算法知识(PyTorch/TensorFlow/Caffe/Keras/Theano等)；5、有参与过自动问答系统、对话系统、知识图谱或推荐系统研发经验者优先；6、有创业激情，良好的抗压能力和团队精神。
27,资深NLP算法工程师,经验3-5年,本科及以上,上市公司,猎豹移动,"移动互联网,信息安全",北京,30k-60k,5613079,发展空间、技术氛围、薪资待遇,朝阳区,"NLP,建模,算法",工作职责：1、负责猎豹输入法引擎语言模型/智能回复/实体识别等方向的算法研发；2、对海量文本进行深度分析，包括文本挖掘、主题分析、关键词提取、词义分析、情感分析等；3、追踪业内前沿方向，研究自然语言处理领域的特定技术。任职资格：1、计算机相关专业本科及以上学历，3年以上NLP工作经验，具有丰富的自然语言处理和机器学习相关经验；2、要求在分词、词性标注、新词发现、词义消歧、情感分析、命名实体识别、智能问答等专业领域有丰富的实践经验；4、优秀的编程能力，精通C/C++/JAVA以及常用脚本语言；5、良好的逻辑思维能力和数据敏感度，能从海量数据中发现有价值的规律；6、熟悉深度神经网络模型（如DNN、RNN、LSTM）者优先。
28,自然语言处理工程师,经验3-5年,本科及以上,不需要融资,Lazada,移动互联网 电子商务,深圳,20k-40k,5538017,阿里巴巴海外事业部,南山区,"电商,搜索,推荐,NLP,人工智能","1. 负责电商领域自然语言处理基础技术的研发，包括分词，词性标注，句法分析，实体识别，关系抽取，并且完成平台化和服务化的建设 2. 负责电商领域自然语言处理应用技术的研发，包括自动问答，文本生成，文本摘要，自动写作，推动自然语言处理技术在搜索中在应用 3. 负责参与学术论文写作和评测比赛，提升部门的技术影响力   1. 自然语言处理方向硕士/博士，在自然语言处理某个方向上有过深入研究 2. 优秀的编程能力，精通C++，Java，Python之一 3. bonus: 有顶级会议和期刊论文；评测比赛获得好名次；完成大系统（例如机器翻译）；精通机器学习/深度学习    1. Responsible for e-commerce algorithm R&D of foundational natural language processing techniques, including word segmentation, part-of-speech tagging, syntactic parsing, named entity recognition, relation extraction, with the goal of building NLP platforms and services; 2. Responsible for e-commerce algorithm R&D of application-oriented natural language processing techniques, including question answering, text generation, text summarization, automatic writing, with the goal of advancing applications of NLP techniques to search&recommendation; 3. Responsible for writing research papers and participating academic competitions;  1. Master or PhD degree in natural language processing; Experience of in-depth research in one or more directions of natural language processing;  2. Solid programming skills in C++, Java & Python; Experience in distributed computing environments such as BSP、MPI、Parameter Serve, Tensorflow, PyTorch is preferred; 3. Bonus: publications on top conference and journal; top ranks in academic competitions; experience in building large systems (such as machine translation); proficiency of machine learning/deep learning."
29,自然语言处理算法工程师（键...,经验1-3年,硕士及以上,不需要融资,捷通华声,"移动互联网,数据服务",北京,20k-40k,5606153,"发展空间,人工智能,半年调薪",海淀区,"移动互联网,NLP,人工智能,算法",职位描述：1.负责输入法（IME）的算法研究与引擎设计开发； 2.负责跟进行业前沿技术发展趋势，跟踪国际最新算法发展方向和相应技术。任职资格：1.学历要求： -毕业于211或985院校、统招硕士及以上学历，计算机相关专业。2.工作经验： -有相关工作经历或实验室研究背景。3.能力要求： -了解当前输入法的方法，能够跟踪最新的研究方向； -能够对输入法（IME）算法进行工程实现和优化； -熟悉语言模型的相关背景知识； -至少掌握一门编程语言，有一定的软件开发项目经验（精通C/C++优先）； -能够流畅阅读英文文献。4.优先考虑： -有LR/GMM/SVM/CRF/MaxEnt/HMM/LDA/DNN/CNN/RNN的研究背景者优先。
30,自然语言处理（NLP）算法工程师,经验3-5年,本科及以上,C轮,东信时代,移动互联网,深圳,25k-40k,5807653,"高薪,发展前景大,福利优厚",南山区,"机器学习,NLP,算法",岗位职责：1、研究深度学习算法和自然语言处理（中文），进行大规模数据文本的特征分析、提取建模；2、利用NLP相关技术、深度学习理论和方法解决实际问题，改进产品功能； 任职要求:1、985本科及以上学历，语言学、计算机、数学相关专业或研究方向；2、熟悉基于统计和基于句法的自然语言处理方法，并具有在分词、词性标注、关键词抽取、文本分类、实体识别、信息抽取、情感分析等NLP领域实际项目开发工作经验；3、有机器学习知识背景，熟悉深度神经网络模型（如DNN、RNN、LSTM）者优先；4、熟悉大规模数据挖掘、机器学习、分布式计算等相关技术，有知名企业的相关项目经历优先；5、对未知领域有一定的学习和研究能力，并持续改进现有流程和方法；
